Service_Type,Department,Current_Queue,Available_Staff,Emergency_Cases,Previous_Average_Wait,Day,Hour,Waiting_Time
Government Office,General,94,8,21,56,Tuesday,16,108
Bank,General,116,12,8,14,Wednesday,16,70
Hospital,Loan Department,103,11,18,47,Saturday,17,71
Bank,Loan Department,10,13,14,49,Tuesday,13,34
Hospital,Loan Department,66,7,11,56,Saturday,9,48
Government Office,General,92,4,14,31,Saturday,10,73
Bank,Emergency,99,12,17,32,Friday,14,68
Hospital,General,60,11,4,58,Thursday,13,48
Government Office,General,96,9,14,16,Monday,13,67
Government Office,Loan Department,29,6,11,19,Saturday,16,46
Hospital,Customer Service,81,4,5,42,Friday,15,76
Government Office,Customer Service,112,12,16,11,Wednesday,12,73
Government Office,Cardiology,83,5,7,20,Saturday,16,66
Government Office,Customer Service,22,4,13,6,Wednesday,12,40
Bank,Emergency,50,13,6,51,Thursday,10,18
Government Office,Loan Department,5,9,21,33,Thursday,8,31
Hospital,Emergency,100,6,21,5,Thursday,20,78
Hospital,Loan Department,8,3,16,34,Saturday,12,53
Government Office,Cardiology,19,6,22,56,Saturday,16,67
Government Office,Customer Service,61,9,14,56,Friday,9,50
Government Office,General,37,4,0,38,Saturday,10,22
Bank,Emergency,28,10,3,40,Monday,10,10
Hospital,Cardiology,84,2,2,56,Tuesday,14,71
Bank,Customer Service,78,8,21,52,Saturday,11,77
Bank,Loan Department,77,5,2,8,Thursday,15,52
Government Office,General,112,5,8,50,Wednesday,20,73
Government Office,General,68,5,9,22,Wednesday,11,50
Hospital,General,107,14,19,22,Wednesday,18,60
Government Office,Customer Service,68,10,1,27,Tuesday,9,14
Bank,General,59,10,20,5,Friday,8,35
Hospital,Customer Service,99,7,16,39,Saturday,16,87
Government Office,Loan Department,56,2,0,8,Saturday,12,49
Bank,Emergency,108,5,11,5,Thursday,15,70
Government Office,Cardiology,86,6,9,50,Thursday,16,66
Bank,Cardiology,30,3,11,48,Friday,13,63
Government Office,General,43,11,3,25,Thursday,19,16
Bank,Customer Service,40,8,8,30,Tuesday,20,24
Hospital,Customer Service,22,6,10,35,Wednesday,12,44
Bank,General,117,8,17,40,Saturday,8,84
Bank,Loan Department,35,2,1,46,Thursday,20,24
Government Office,Loan Department,80,10,18,30,Monday,14,78
Bank,General,19,14,15,18,Monday,19,15
Hospital,Cardiology,10,1,22,32,Thursday,13,68
Bank,Customer Service,81,11,2,49,Saturday,11,37
Government Office,Customer Service,44,8,2,49,Saturday,20,22
Government Office,Loan Department,118,2,19,58,Wednesday,11,101
Hospital,General,46,1,5,39,Saturday,20,48
Bank,General,75,13,12,53,Thursday,10,49
Hospital,Cardiology,114,8,0,52,Tuesday,10,46
Government Office,Emergency,17,4,8,18,Wednesday,17,23
Government Office,Emergency,59,7,9,39,Thursday,10,43
Bank,Emergency,83,9,14,21,Thursday,9,47
Bank,Cardiology,28,7,11,27,Thursday,9,26
Hospital,Customer Service,68,10,7,34,Saturday,12,55
Government Office,Loan Department,113,3,10,49,Tuesday,14,101
Hospital,Loan Department,107,13,0,10,Friday,15,37
Government Office,Loan Department,102,10,24,27,Monday,11,77
Bank,General,92,3,3,48,Wednesday,8,57
Bank,Emergency,19,4,24,52,Wednesday,11,61
Hospital,Loan Department,60,8,6,55,Tuesday,13,55
Bank,Loan Department,115,10,1,32,Tuesday,20,41
Government Office,Emergency,17,2,22,15,Monday,17,51
Bank,Cardiology,33,8,21,9,Tuesday,16,59
Hospital,Emergency,23,7,12,9,Monday,10,17
Government Office,Loan Department,77,1,7,30,Monday,13,70
Bank,Cardiology,9,13,21,26,Monday,20,16
Hospital,Emergency,79,9,5,51,Monday,18,38
Bank,Loan Department,74,1,24,20,Saturday,19,82
Bank,Customer Service,71,5,16,59,Saturday,10,72
Government Office,Customer Service,117,4,5,5,Monday,20,48
Hospital,Emergency,56,6,10,59,Monday,10,52
Bank,General,88,10,24,13,Friday,20,67
Government Office,Loan Department,45,3,5,6,Monday,11,23
Bank,General,20,12,20,12,Tuesday,8,28
Hospital,Customer Service,16,2,22,24,Saturday,17,43
Government Office,Loan Department,57,2,9,6,Tuesday,13,51
Hospital,General,44,8,16,21,Friday,9,43
Hospital,Customer Service,104,2,11,35,Friday,20,75
Hospital,Cardiology,70,8,4,43,Wednesday,8,41
Bank,Emergency,116,1,21,31,Wednesday,13,104
Government Office,Customer Service,100,11,14,22,Monday,14,71
Government Office,Emergency,58,12,14,32,Tuesday,13,47
Bank,Emergency,61,4,5,7,Wednesday,9,29
Government Office,General,87,11,9,16,Saturday,10,39
Bank,Customer Service,92,9,14,28,Saturday,9,60
Government Office,Loan Department,7,7,10,14,Tuesday,17,7
Hospital,Customer Service,42,11,20,17,Monday,20,40
Hospital,Emergency,94,4,4,24,Saturday,16,68
Government Office,Emergency,28,3,0,26,Saturday,20,16
Hospital,Loan Department,118,3,7,7,Tuesday,9,57
Government Office,Cardiology,59,7,23,20,Wednesday,8,58
Government Office,Customer Service,25,10,24,29,Wednesday,17,46
Hospital,General,116,6,13,8,Thursday,20,59
Bank,Customer Service,98,2,10,40,Tuesday,11,74
Bank,Cardiology,116,5,3,5,Thursday,12,60
Bank,Loan Department,119,2,8,59,Wednesday,17,93
Hospital,Customer Service,46,9,10,29,Saturday,16,44
Government Office,Emergency,62,4,9,39,Thursday,17,42
Bank,Loan Department,54,8,21,12,Friday,10,52
Government Office,Cardiology,75,3,7,46,Wednesday,20,55
Government Office,Customer Service,81,8,15,33,Monday,17,64
Hospital,General,46,6,4,38,Friday,16,50
Hospital,Loan Department,108,3,12,23,Tuesday,17,66
Bank,Customer Service,100,1,15,40,Monday,9,89
Bank,Loan Department,95,11,20,56,Friday,20,76
Hospital,Emergency,35,9,19,9,Friday,8,30
Hospital,Emergency,49,12,17,6,Thursday,12,41
Bank,Customer Service,72,13,23,52,Friday,11,68
Bank,Cardiology,97,10,3,6,Tuesday,20,33
Bank,Emergency,22,1,7,19,Thursday,16,40
Hospital,Emergency,97,11,4,53,Thursday,13,65
Hospital,Emergency,22,10,9,42,Monday,9,10
Bank,Loan Department,56,12,15,46,Wednesday,20,44
Bank,General,68,5,1,38,Tuesday,18,30
Government Office,Cardiology,16,13,11,23,Friday,8,5
Bank,Emergency,78,1,17,44,Tuesday,16,92
Government Office,Customer Service,112,9,1,51,Friday,17,41
Hospital,Customer Service,43,6,11,55,Wednesday,8,42
Bank,Cardiology,73,10,8,55,Monday,18,46
Government Office,Cardiology,51,13,11,9,Thursday,12,37
Bank,Customer Service,118,5,9,17,Saturday,18,70
Government Office,General,6,10,14,50,Tuesday,19,22
Government Office,Emergency,83,13,7,25,Thursday,16,46
Hospital,Customer Service,26,14,0,49,Friday,12,22
Government Office,Customer Service,49,3,17,46,Thursday,16,74
Bank,Emergency,31,9,5,36,Thursday,12,36
Government Office,General,82,10,20,48,Wednesday,9,76
Government Office,Customer Service,32,12,6,47,Friday,14,31
Government Office,Emergency,74,7,10,36,Tuesday,14,59
Government Office,Cardiology,24,1,7,12,Wednesday,15,47
Hospital,Emergency,21,2,1,16,Saturday,15,24
Bank,Cardiology,93,2,13,15,Saturday,11,59
Government Office,Loan Department,78,8,0,57,Friday,14,57
Hospital,General,32,4,17,10,Tuesday,16,58
Hospital,Loan Department,118,6,13,7,Tuesday,10,64
Government Office,Loan Department,48,14,13,23,Friday,8,23
Bank,Emergency,114,5,17,45,Thursday,14,95
Hospital,Customer Service,11,9,3,29,Thursday,12,24
Government Office,Emergency,25,3,1,59,Friday,15,40
Hospital,Emergency,108,11,3,36,Saturday,16,67
Bank,General,43,12,5,22,Thursday,13,28
Government Office,Cardiology,23,11,12,24,Friday,11,10
Bank,Cardiology,45,10,3,35,Saturday,10,30
Government Office,General,78,6,15,14,Thursday,10,61
Hospital,General,104,3,18,16,Tuesday,10,84
Government Office,General,29,4,24,32,Monday,20,61
Government Office,Loan Department,115,5,21,43,Monday,18,93
Bank,Emergency,10,2,15,6,Monday,9,31
Bank,Emergency,111,4,4,52,Saturday,17,70
Bank,Customer Service,5,3,13,7,Saturday,14,33
Hospital,General,86,1,14,26,Thursday,19,69
Government Office,General,31,7,4,36,Friday,16,43
Government Office,Emergency,78,4,24,25,Friday,19,86
Bank,Cardiology,30,12,10,59,Wednesday,13,36
Hospital,Customer Service,68,4,5,15,Thursday,15,50
Government Office,Cardiology,62,3,22,31,Saturday,19,77
Bank,Loan Department,80,11,7,7,Friday,19,23
Government Office,General,106,4,23,33,Wednesday,9,91
Bank,Emergency,82,2,1,5,Monday,9,35
Bank,Emergency,38,9,8,52,Thursday,11,30
Hospital,Loan Department,69,9,19,58,Friday,14,75
Government Office,Emergency,79,3,3,33,Monday,13,59
Government Office,Emergency,106,1,18,37,Wednesday,16,103
Hospital,Customer Service,35,5,2,6,Tuesday,20,15
Government Office,Loan Department,49,3,17,25,Monday,15,69
Hospital,General,96,13,11,37,Monday,19,49
Government Office,Emergency,56,6,6,45,Monday,19,35
Government Office,Cardiology,110,4,21,30,Saturday,8,79
Hospital,Emergency,92,8,7,52,Monday,17,51
Bank,Loan Department,51,8,21,13,Tuesday,19,56
Hospital,Cardiology,67,10,10,30,Tuesday,11,45
Government Office,Customer Service,9,11,12,19,Saturday,20,8
Government Office,Loan Department,38,12,1,48,Tuesday,11,5
Hospital,Emergency,102,1,13,28,Thursday,10,69
Bank,Loan Department,53,13,15,13,Saturday,17,28
Government Office,Emergency,104,8,15,27,Friday,15,85
Bank,Loan Department,46,10,11,38,Wednesday,17,27
Bank,Cardiology,27,9,4,12,Wednesday,17,8
Hospital,Customer Service,62,12,12,18,Wednesday,17,38
Hospital,Emergency,119,10,1,15,Saturday,16,54
Bank,Cardiology,86,13,4,54,Thursday,14,54
Bank,Emergency,92,13,15,51,Tuesday,14,81
Hospital,Loan Department,32,1,14,50,Monday,8,55
Bank,Emergency,102,11,5,53,Monday,17,46
Hospital,General,111,5,0,15,Saturday,11,37
Hospital,Loan Department,74,7,7,6,Monday,18,26
Government Office,Cardiology,51,8,15,50,Monday,16,68
Government Office,Cardiology,34,13,8,5,Tuesday,11,5
Bank,Emergency,56,2,17,36,Monday,18,59
Hospital,Customer Service,53,5,15,49,Saturday,17,55
Hospital,Cardiology,92,9,13,55,Monday,16,84
Bank,General,85,14,9,49,Tuesday,10,38
Hospital,General,70,11,1,27,Thursday,15,35
Government Office,Emergency,99,5,12,37,Tuesday,20,70
Bank,Loan Department,56,12,12,28,Thursday,13,50
Bank,Cardiology,100,11,17,38,Saturday,19,62
Bank,Loan Department,47,2,9,35,Saturday,8,41
Bank,Customer Service,64,1,18,20,Wednesday,9,73
Hospital,Emergency,91,5,8,38,Tuesday,8,59
Government Office,Customer Service,93,8,9,10,Thursday,8,45
Hospital,Loan Department,80,7,12,17,Monday,12,70
Hospital,General,8,2,9,7,Saturday,8,20
Government Office,Loan Department,81,1,7,36,Monday,9,61
Bank,General,55,1,1,39,Monday,11,32
Bank,Cardiology,37,1,22,29,Friday,14,75
Bank,Customer Service,31,1,20,53,Tuesday,12,77
Bank,Customer Service,61,2,22,52,Saturday,11,77
Government Office,Customer Service,17,2,19,58,Monday,19,58
Bank,Loan Department,35,14,20,52,Thursday,16,60
Hospital,General,42,10,7,52,Monday,18,31
Bank,Emergency,62,12,3,14,Tuesday,13,23
Government Office,Cardiology,113,2,14,36,Tuesday,10,82
Bank,General,20,12,20,51,Thursday,20,35
Government Office,Cardiology,70,12,13,39,Saturday,15,59
Bank,Cardiology,91,12,8,21,Friday,8,36
Government Office,Emergency,69,10,22,52,Friday,8,70
Bank,Cardiology,7,12,11,39,Tuesday,15,26
Hospital,Loan Department,118,7,18,11,Thursday,8,77
Hospital,Emergency,116,3,24,51,Monday,12,119
Hospital,General,41,7,10,14,Monday,14,51
Hospital,General,101,4,0,44,Monday,16,60
Hospital,Customer Service,38,14,3,31,Thursday,10,8
Bank,Loan Department,14,8,22,44,Tuesday,20,49
Bank,Customer Service,97,5,11,17,Wednesday,20,56
Hospital,Customer Service,42,11,12,57,Friday,8,44
Government Office,Cardiology,5,11,10,44,Tuesday,11,14
Bank,Cardiology,10,12,22,12,Saturday,19,28
Bank,General,110,6,15,48,Wednesday,12,94
Government Office,Loan Department,82,14,16,31,Tuesday,11,48
Government Office,Emergency,84,4,1,20,Friday,16,58
Bank,Customer Service,68,2,14,45,Thursday,17,76
Government Office,General,97,11,17,9,Wednesday,19,60
Government Office,Cardiology,108,3,1,29,Tuesday,17,60
Government Office,Loan Department,44,2,18,5,Thursday,10,55
Bank,Cardiology,109,5,5,8,Saturday,10,52
Government Office,General,57,5,20,52,Thursday,8,69
Government Office,Customer Service,117,2,9,42,Saturday,9,79
Hospital,General,52,5,11,32,Monday,12,54
Bank,Cardiology,42,9,6,38,Thursday,9,28
Bank,General,44,11,24,40,Friday,10,60
Government Office,Emergency,105,11,1,15,Tuesday,18,31
Government Office,General,17,14,4,22,Saturday,8,5
Hospital,Loan Department,84,11,18,31,Saturday,8,47
Hospital,Cardiology,37,5,7,37,Saturday,19,33
Bank,General,89,9,9,27,Friday,16,64
Bank,Cardiology,37,4,24,30,Friday,18,55
Government Office,Emergency,90,2,3,22,Friday,18,50
Government Office,Cardiology,119,10,9,26,Wednesday,16,72
Bank,Loan Department,119,8,20,52,Friday,17,92
Hospital,Cardiology,100,2,22,29,Wednesday,15,110
Hospital,General,82,1,12,7,Thursday,15,76
Hospital,Customer Service,96,6,18,19,Monday,12,90
Hospital,Customer Service,9,2,24,14,Friday,11,46
Government Office,Customer Service,16,6,2,31,Monday,15,18
Hospital,Customer Service,82,6,22,35,Tuesday,8,79
Hospital,Customer Service,80,3,17,25,Wednesday,20,70
Government Office,Cardiology,42,9,9,51,Wednesday,20,36
Bank,Cardiology,27,14,10,11,Thursday,16,21
Hospital,Cardiology,50,6,4,9,Wednesday,9,24
Bank,Customer Service,87,3,5,32,Friday,20,70
Government Office,Loan Department,34,3,0,46,Thursday,8,18
Hospital,Loan Department,73,9,18,46,Thursday,10,60
Bank,Customer Service,106,9,4,50,Friday,8,49
Government Office,Loan Department,38,5,0,29,Wednesday,17,25
Government Office,Loan Department,77,14,2,19,Saturday,13,21
Hospital,Customer Service,113,6,19,53,Thursday,11,86
Bank,Cardiology,101,1,6,26,Thursday,20,71
Bank,Emergency,114,5,24,21,Monday,12,108
Hospital,Emergency,54,12,18,56,Friday,17,51
Bank,Cardiology,44,13,17,28,Saturday,14,48
Hospital,Loan Department,58,8,20,48,Wednesday,8,56
Hospital,Customer Service,83,5,23,54,Thursday,9,85
Hospital,Customer Service,103,4,18,22,Friday,16,99
Hospital,Cardiology,34,8,0,28,Wednesday,11,5
Bank,General,33,13,3,49,Monday,13,31
Government Office,Cardiology,101,5,23,21,Wednesday,8,86
Bank,Loan Department,50,3,10,16,Saturday,19,40
Government Office,Loan Department,68,8,0,13,Tuesday,20,21
Government Office,Emergency,72,12,15,14,Wednesday,9,43
Hospital,Cardiology,72,6,22,9,Thursday,10,68
Government Office,Loan Department,18,5,10,32,Wednesday,10,20
Bank,Cardiology,40,8,21,42,Monday,12,65
Government Office,Customer Service,78,13,10,42,Wednesday,13,51
Bank,Emergency,37,11,15,39,Tuesday,9,29
Hospital,General,40,8,6,30,Tuesday,14,45
Government Office,Customer Service,85,5,12,8,Monday,16,68
Hospital,Cardiology,76,2,12,34,Friday,8,72
Government Office,Loan Department,84,14,15,42,Thursday,13,70
Hospital,Loan Department,72,2,5,30,Wednesday,13,72
Government Office,Customer Service,95,9,10,42,Monday,12,80
Hospital,Loan Department,19,10,23,45,Friday,12,67
Government Office,Cardiology,35,3,24,55,Saturday,15,81
Hospital,Emergency,14,9,18,19,Tuesday,11,26
Bank,Customer Service,102,10,18,53,Monday,10,75
Hospital,Customer Service,70,3,0,47,Saturday,8,43
Hospital,General,14,5,15,9,Friday,16,42
Bank,Loan Department,42,3,8,48,Tuesday,14,58
Bank,Loan Department,19,13,24,34,Saturday,17,37
Government Office,Customer Service,98,7,6,40,Wednesday,17,56
Hospital,Loan Department,92,7,3,49,Friday,10,50
Bank,Emergency,47,14,2,47,Saturday,11,8
Bank,Emergency,80,1,3,18,Saturday,10,47
Hospital,Cardiology,19,1,11,26,Thursday,15,43
Bank,Cardiology,94,14,11,54,Thursday,14,74
Hospital,Emergency,17,9,22,22,Monday,20,36
Bank,Loan Department,32,6,8,48,Monday,18,34
Bank,Customer Service,114,3,18,24,Friday,13,106
Hospital,General,79,13,23,21,Friday,16,79
Hospital,Loan Department,39,14,6,23,Wednesday,14,22
Hospital,Cardiology,38,10,16,45,Friday,10,37
Government Office,Loan Department,45,11,4,6,Friday,12,28
Hospital,General,115,9,18,46,Friday,13,97
Bank,Cardiology,58,13,6,11,Wednesday,15,31
Bank,Loan Department,19,12,15,10,Wednesday,11,23
Bank,Loan Department,72,10,12,23,Saturday,14,55
Hospital,General,14,9,11,39,Thursday,14,36
Bank,Emergency,80,3,14,44,Wednesday,15,91
Bank,Emergency,74,12,9,6,Saturday,19,36
Government Office,Customer Service,91,11,10,11,Wednesday,10,42
Government Office,Loan Department,81,3,16,36,Thursday,18,71
Hospital,Emergency,16,7,0,37,Wednesday,20,5
Government Office,Emergency,18,11,14,47,Wednesday,11,29
Bank,General,119,7,0,45,Monday,11,62
Bank,Loan Department,92,2,1,28,Saturday,20,38
Bank,Customer Service,75,9,11,39,Wednesday,20,52
Government Office,Cardiology,58,7,22,30,Friday,14,78
Government Office,Cardiology,53,2,20,31,Monday,10,59
Bank,Loan Department,61,6,17,20,Wednesday,10,53
Bank,Customer Service,47,8,21,14,Wednesday,15,49
Hospital,Loan Department,101,12,8,41,Monday,14,70
Government Office,Loan Department,91,11,19,23,Tuesday,15,89
Hospital,General,94,10,23,17,Tuesday,11,76
Hospital,Emergency,98,14,16,52,Monday,10,72
Hospital,Customer Service,28,6,22,35,Monday,20,63
Government Office,Loan Department,5,3,5,18,Monday,19,14
Bank,Emergency,42,1,19,42,Friday,14,86
Bank,Cardiology,59,11,18,37,Saturday,11,50
Hospital,Emergency,92,10,19,54,Saturday,11,68
Bank,Loan Department,20,2,6,51,Thursday,11,32
Bank,Cardiology,36,11,18,44,Tuesday,13,54
Hospital,General,16,12,20,23,Saturday,9,31
Government Office,Customer Service,111,1,15,40,Friday,16,108
Hospital,Emergency,57,7,4,36,Thursday,19,27
Hospital,Customer Service,105,7,5,34,Friday,18,51
Hospital,Loan Department,15,11,19,41,Friday,10,32
Bank,General,106,1,18,59,Wednesday,16,107
Government Office,Emergency,92,9,6,15,Friday,17,41
Hospital,Customer Service,53,14,8,7,Tuesday,16,28
Government Office,Customer Service,112,8,7,17,Monday,10,65
Bank,Customer Service,116,7,3,16,Wednesday,11,52
Hospital,Loan Department,10,12,10,57,Wednesday,9,17
Bank,General,86,8,24,43,Saturday,18,80
Bank,Emergency,45,4,22,25,Saturday,19,67
Hospital,General,55,9,12,30,Wednesday,12,56
Bank,Customer Service,77,9,13,19,Saturday,14,67
Government Office,Cardiology,110,14,20,27,Saturday,20,71
Government Office,General,42,12,23,17,Friday,10,47
Hospital,General,116,2,21,43,Monday,15,115
Hospital,Customer Service,35,11,17,47,Saturday,10,44
Government Office,General,72,2,18,17,Wednesday,16,85
Hospital,Customer Service,58,5,2,20,Monday,17,24
Bank,General,108,8,6,23,Thursday,17,51
Hospital,Customer Service,51,12,20,56,Friday,14,63
Bank,Loan Department,9,9,19,50,Monday,9,35
Hospital,Loan Department,86,11,15,25,Tuesday,20,52
Government Office,Cardiology,33,5,10,26,Tuesday,12,51
Government Office,Emergency,110,12,5,7,Friday,15,58
Bank,Emergency,49,2,1,19,Saturday,9,25
Hospital,Emergency,68,1,1,36,Wednesday,12,53
Bank,Customer Service,115,4,22,39,Tuesday,9,94
Government Office,Emergency,44,5,13,52,Saturday,12,68
Bank,General,108,2,18,31,Wednesday,13,99
Hospital,General,23,14,3,52,Thursday,17,14
Hospital,Loan Department,22,8,20,35,Thursday,14,57
Government Office,Cardiology,12,1,6,11,Tuesday,12,32
Hospital,Loan Department,23,1,10,51,Wednesday,15,58
Hospital,Cardiology,72,2,0,15,Friday,9,32
Bank,Customer Service,44,5,19,25,Tuesday,10,51
Hospital,General,81,6,19,7,Thursday,12,78
Bank,Loan Department,96,6,10,15,Tuesday,20,52
Government Office,Emergency,52,14,0,15,Thursday,8,9
Government Office,Emergency,69,2,8,17,Friday,20,41
Hospital,Customer Service,105,14,6,18,Monday,20,42
Government Office,Customer Service,38,3,4,40,Wednesday,13,54
Government Office,Emergency,71,4,0,38,Wednesday,15,62
Government Office,Loan Department,13,12,9,14,Saturday,20,5
Government Office,Cardiology,10,8,24,28,Monday,14,44
Hospital,Emergency,110,10,8,34,Thursday,12,68
Bank,General,75,9,7,29,Wednesday,10,33
Bank,Loan Department,69,14,15,52,Saturday,13,69
Hospital,Cardiology,26,8,0,17,Friday,19,5
Bank,Loan Department,22,2,12,26,Saturday,18,36
Bank,Emergency,90,4,16,55,Tuesday,9,78
Hospital,Loan Department,61,13,5,54,Saturday,17,31
Bank,General,78,7,10,39,Friday,15,73
Hospital,General,88,2,20,5,Saturday,15,86
Bank,Emergency,99,1,15,27,Monday,16,91
Hospital,Emergency,34,7,6,52,Thursday,13,51
Government Office,Emergency,16,12,19,56,Friday,9,35
Hospital,Customer Service,115,11,11,17,Saturday,20,55
Bank,Emergency,39,12,12,16,Wednesday,20,28
Hospital,Emergency,65,2,0,12,Wednesday,10,23
Hospital,Loan Department,53,9,5,32,Saturday,15,36
Bank,Cardiology,92,13,20,58,Friday,14,78
Government Office,Loan Department,118,14,10,32,Wednesday,14,70
Bank,Cardiology,28,5,1,55,Saturday,8,30
Government Office,Loan Department,25,5,6,30,Monday,15,40
Bank,Customer Service,84,14,4,36,Tuesday,20,33
Government Office,Cardiology,41,14,15,47,Friday,20,32
Hospital,General,67,12,14,48,Saturday,11,50
Government Office,Loan Department,24,13,22,10,Thursday,19,30
